Area	Brand	Age	Device	Region	RGB Count	"Data User count
Monthly usage>100 MB"	 Total Data Usage (GB) 	" Total usage of Data Users with
Monthly usage>100 MB "
Selected	Robi	40-44 yrs	3G Device	Dhaka North	31720	12004	" 21,641 "	" 21,446 "
Selected	Robi	40-44 yrs	4G Device	Dhaka North	13664	7325	" 18,300 "	" 18,221 "
Selected	Robi	40-44 yrs	Basic	Dhaka North	42647	3754	" 5,113 "	" 5,009 "
Selected	Robi	40-44 yrs	Others	Dhaka North	5287	765	 957 	 940 
Selected	Robi	45-59 yrs	2G Device	Dhaka North	37778	3294	" 3,888 "	" 3,782 "
Selected	Robi	45-59 yrs	3G Device	Dhaka North	48622	18679	" 33,303 "	" 32,993 "
Selected	Robi	45-59 yrs	4G Device	Dhaka North	21949	11466	" 28,846 "	" 28,713 "
Selected	Robi	45-59 yrs	Basic	Dhaka North	69256	6126	" 8,095 "	" 7,932 "
Selected	Robi	45-59 yrs	Others	Dhaka North	7150	1081	" 1,466 "	" 1,443 "
Selected	Robi	60+ yrs	2G Device	Dhaka North	9738	598	 680 	 660 
Selected	Robi	60+ yrs	3G Device	Dhaka North	10206	3288	" 5,399 "	" 5,342 "
Selected	Robi	60+ yrs	4G Device	Dhaka North	4504	2187	" 6,171 "	" 6,146 "
Selected	Robi	60+ yrs	Basic	Dhaka North	17112	1177	" 1,558 "	" 1,527 "
Selected	Robi	60+ yrs	Others	Dhaka North	2009	207	 259 	 254 
Selected	Robi	OTHERS	2G Device	Dhaka North	19	0	 -   	
Selected	Robi	OTHERS	3G Device	Dhaka North	22	1	 3 	 2 
Selected	Robi	OTHERS	4G Device	Dhaka North	5	0	 -   	
Selected	Robi	OTHERS	Basic	Dhaka North	32	0	 0 	
Selected	Robi	OTHERS	Others	Dhaka North	70	0	 -   	
Selected	Robi	<=24 yrs	2G Device	Dhaka South	7220	1309	" 1,586 "	" 1,555 "
Selected	Robi	<=24 yrs	3G Device	Dhaka South	14031	7337	" 12,812 "	" 12,721 "
Selected	Robi	<=24 yrs	4G Device	Dhaka South	6982	4523	" 12,188 "	" 12,151 "
Selected	Robi	<=24 yrs	Basic	Dhaka South	14754	2537	" 3,567 "	" 3,518 "
Selected	Robi	<=24 yrs	Others	Dhaka South	2254	714	 769 	 756 
Selected	Robi	25-29 yrs	2G Device	Dhaka South	22563	3071	" 3,908 "	" 3,836 "
Selected	Robi	25-29 yrs	3G Device	Dhaka South	39767	19113	" 34,871 "	" 34,632 "
Selected	Robi	25-29 yrs	4G Device	Dhaka South	18009	11397	" 30,751 "	" 30,660 "
Selected	Robi	25-29 yrs	Basic	Dhaka South	46646	6025	" 8,768 "	" 8,646 "
Selected	Robi	25-29 yrs	Others	Dhaka South	5269	1619	" 2,205 "	" 2,181 "
Selected	Robi	30-34 yrs	2G Device	Dhaka South	32618	3266	" 4,515 "	" 4,434 "
Selected	Robi	30-34 yrs	3G Device	Dhaka South	50662	22995	" 41,252 "	" 40,972 "
Selected	Robi	30-34 yrs	4G Device	Dhaka South	21979	13732	" 37,206 "	" 37,100 "
Selected	Robi	30-34 yrs	Basic	Dhaka South	67728	6966	" 9,689 "	" 9,537 "
Selected	Robi	30-34 yrs	Others	Dhaka South	7153	1902	" 2,852 "	" 2,820 "
Selected	Robi	35-39 yrs	2G Device	Dhaka South	30527	2830	" 3,654 "	" 3,578 "
Selected	Robi	35-39 yrs	3G Device	Dhaka South	42394	18895	" 33,457 "	" 33,214 "
Selected	Robi	35-39 yrs	4G Device	Dhaka South	18207	11352	" 29,759 "	" 29,668 "
Selected	Robi	35-39 yrs	Basic	Dhaka South	59005	5853	" 8,348 "	" 8,223 "
Selected	Robi	35-39 yrs	Others	Dhaka South	5968	1506	" 2,149 "	" 2,123 "
Selected	Robi	40-44 yrs	2G Device	Dhaka South	21896	1975	" 2,463 "	" 2,408 "
Selected	Robi	40-44 yrs	3G Device	Dhaka South	30085	13401	" 23,132 "	" 22,955 "
Selected	Robi	40-44 yrs	4G Device	Dhaka South	12729	7855	" 20,356 "	" 20,290 "
Selected	Robi	40-44 yrs	Basic	Dhaka South	41511	4111	" 5,399 "	" 5,308 "
Selected	Robi	40-44 yrs	Others	Dhaka South	4067	1018	" 1,417 "	" 1,398 "
Selected	Robi	45-59 yrs	2G Device	Dhaka South	40843	3678	" 4,417 "	" 4,314 "
Selected	Robi	45-59 yrs	3G Device	Dhaka South	49931	22223	" 37,211 "	" 36,913 "
Selected	Robi	45-59 yrs	4G Device	Dhaka South	20358	12477	" 31,339 "	" 31,230 "
Selected	Robi	45-59 yrs	Basic	Dhaka South	76580	7094	" 10,126 "	" 9,966 "
Selected	Robi	45-59 yrs	Others	Dhaka South	6972	1652	" 2,331 "	" 2,300 "
Selected	Robi	60+ yrs	2G Device	Dhaka South	11122	734	 961 	 940 
Selected	Robi	60+ yrs	3G Device	Dhaka South	10952	4650	" 7,716 "	" 7,656 "
Selected	Robi	60+ yrs	4G Device	Dhaka South	4584	2874	" 7,566 "	" 7,544 "
Selected	Robi	60+ yrs	Basic	Dhaka South	20363	1356	" 1,736 "	" 1,707 "
Selected	Robi	60+ yrs	Others	Dhaka South	1658	317	 436 	 431 
Selected	Robi	OTHERS	2G Device	Dhaka South	7	0	 -   	
Selected	Robi	OTHERS	3G Device	Dhaka South	8	0	 -   	
Selected	Robi	OTHERS	4G Device	Dhaka South	1	0	 -   	
Selected	Robi	OTHERS	Basic	Dhaka South	18	0	 -   	
Selected	Robi	OTHERS	Others	Dhaka South	27	0	 -   	
Selected	Robi	<=24 yrs	2G Device	Khulna	3040	1117	" 1,564 "	" 1,551 "
Selected	Robi	<=24 yrs	3G Device	Khulna	7337	5200	" 8,892 "	" 8,852 "
Selected	Robi	<=24 yrs	4G Device	Khulna	3506	2834	" 6,735 "	" 6,721 "
Selected	Robi	<=24 yrs	Basic	Khulna	5054	1714	" 2,538 "	" 2,518 "
Selected	Robi	<=24 yrs	Others	Khulna	1365	627	 709 	 702 
Selected	Robi	25-29 yrs	2G Device	Khulna	4096	941	" 1,352 "	" 1,339 "
Selected	Robi	25-29 yrs	3G Device	Khulna	8370	5025	" 9,169 "	" 9,120 "
Selected	Robi	25-29 yrs	4G Device	Khulna	3515	2618	" 7,383 "	" 7,368 "
Selected	Robi	25-29 yrs	Basic	Khulna	7315	1507	" 2,130 "	" 2,108 "
Selected	Robi	25-29 yrs	Others	Khulna	1793	612	 865 	 857 
Selected	Robi	30-34 yrs	2G Device	Khulna	4900	755	 954 	 940 
Selected	Robi	30-34 yrs	3G Device	Khulna	7809	4163	" 7,884 "	" 7,840 "
Selected	Robi	30-34 yrs	4G Device	Khulna	3015	2100	" 6,228 "	" 6,216 "
Selected	Robi	30-34 yrs	Basic	Khulna	8782	1284	" 1,890 "	" 1,869 "
Selected	Robi	30-34 yrs	Others	Khulna	2049	475	 757 	 749 
Selected	Robi	35-39 yrs	2G Device	Khulna	4812	651	 939 	 925 
Selected	Robi	35-39 yrs	3G Device	Khulna	6951	3592	" 6,481 "	" 6,442 "
Selected	Robi	35-39 yrs	4G Device	Khulna	2514	1727	" 4,699 "	" 4,688 "
Selected	Robi	35-39 yrs	Basic	Khulna	8330	1129	" 2,016 "	" 1,994 "
Selected	Robi	35-39 yrs	Others	Khulna	1925	437	 579 	 573 
Selected	Robi	40-44 yrs	2G Device	Khulna	3554	508	 750 	 739 
Selected	Robi	40-44 yrs	3G Device	Khulna	5306	2657	" 4,827 "	" 4,797 "
Selected	Robi	40-44 yrs	4G Device	Khulna	1978	1320	" 3,818 "	" 3,809 "
Selected	Robi	40-44 yrs	Basic	Khulna	6125	898	" 1,385 "	" 1,368 "
Selected	Robi	40-44 yrs	Others	Khulna	1438	327	 544 	 538 
Selected	Robi	45-59 yrs	2G Device	Khulna	6448	880	" 1,164 "	" 1,144 "
Selected	Robi	45-59 yrs	3G Device	Khulna	8680	4486	" 8,461 "	" 8,408 "
Selected	Robi	45-59 yrs	4G Device	Khulna	3289	2200	" 6,626 "	" 6,610 "
Selected	Robi	45-59 yrs	Basic	Khulna	11235	1616	" 2,404 "	" 2,374 "
Selected	Robi	45-59 yrs	Others	Khulna	2711	592	 902 	 890 
Selected	Robi	60+ yrs	2G Device	Khulna	1754	162	 215 	 211 
Selected	Robi	60+ yrs	3G Device	Khulna	1862	890	" 1,799 "	" 1,788 "
Selected	Robi	60+ yrs	4G Device	Khulna	605	427	" 1,184 "	" 1,181 "
Selected	Robi	60+ yrs	Basic	Khulna	2687	299	 561 	 556 
Selected	Robi	60+ yrs	Others	Khulna	631	123	 115 	 113 
Selected	Robi	OTHERS	2G Device	Khulna	1	0	 -   	
Selected	Robi	OTHERS	3G Device	Khulna	2	0	 -   	
Selected	Robi	OTHERS	4G Device	Khulna	0	0	 -   	
Selected	Robi	OTHERS	Basic	Khulna	3	0	 -   	
Selected	Robi	OTHERS	Others	Khulna	9	0	 -   	
Selected	Robi	<=24 yrs	2G Device	Kushtia	622	191	 261 	 258 
Selected	Robi	<=24 yrs	3G Device	Kushtia	1449	917	" 1,672 "	" 1,662 "
Selected	Robi	<=24 yrs	4G Device	Kushtia	738	524	" 1,270 "	" 1,267 "
Selected	Robi	<=24 yrs	Basic	Kushtia	1094	292	 405 	 401 
Selected	Robi	<=24 yrs	Others	Kushtia	197	68	 65 	 64 
Selected	Robi	25-29 yrs	2G Device	Kushtia	1009	178	 225 	 222 
Selected	Robi	25-29 yrs	3G Device	Kushtia	1689	934	" 1,868 "	" 1,858 "
Selected	Robi	25-29 yrs	4G Device	Kushtia	757	547	" 1,426 "	" 1,423 "
Selected	Robi	25-29 yrs	Basic	Kushtia	1821	315	 479 	 474 
Selected	Robi	25-29 yrs	Others	Kushtia	244	74	 70 	 69 
Selected	Robi	30-34 yrs	2G Device	Kushtia	1060	128	 155 	 152 
Selected	Robi	30-34 yrs	3G Device	Kushtia	1719	851	" 1,522 "	" 1,513 "
Selected	Robi	30-34 yrs	4G Device	Kushtia	658	399	" 1,180 "	" 1,177 "
Selected	Robi	30-34 yrs	Basic	Kushtia	2096	275	 503 	 498 
Selected	Robi	30-34 yrs	Others	Kushtia	278	54	 56 	 54 
Selected	Robi	35-39 yrs	2G Device	Kushtia	1099	149	 233 	 229 
Selected	Robi	35-39 yrs	3G Device	Kushtia	1507	724	" 1,322 "	" 1,314 "
Selected	Robi	35-39 yrs	4G Device	Kushtia	627	408	" 1,145 "	" 1,142 "
Selected	Robi	35-39 yrs	Basic	Kushtia	1896	230	 365 	 360 
Selected	Robi	35-39 yrs	Others	Kushtia	293	52	 103 	 102 
Selected	Robi	40-44 yrs	2G Device	Kushtia	849	93	 156 	 153 
Selected	Robi	40-44 yrs	3G Device	Kushtia	1248	599	" 1,117 "	" 1,109 "
Selected	Robi	40-44 yrs	4G Device	Kushtia	441	296	 710 	 708 
Selected	Robi	40-44 yrs	Basic	Kushtia	1649	215	 370 	 367 
Selected	Robi	40-44 yrs	Others	Kushtia	231	35	 36 	 35 
Selected	Robi	45-59 yrs	2G Device	Kushtia	1600	181	 210 	 206 
Selected	Robi	45-59 yrs	3G Device	Kushtia	1933	972	" 1,968 "	" 1,957 "
Selected	Robi	45-59 yrs	4G Device	Kushtia	782	508	" 1,592 "	" 1,589 "
Selected	Robi	45-59 yrs	Basic	Kushtia	2754	330	 570 	 564 
Selected	Robi	45-59 yrs	Others	Kushtia	411	75	 78 	 76 
Selected	Robi	60+ yrs	2G Device	Kushtia	416	40	 49 	 49 
Selected	Robi	60+ yrs	3G Device	Kushtia	467	225	 483 	 481 
Selected	Robi	60+ yrs	4G Device	Kushtia	179	116	 338 	 337 
Selected	Robi	60+ yrs	Basic	Kushtia	748	83	 119 	 117 
Selected	Robi	60+ yrs	Others	Kushtia	120	21	 26 	 25 
Selected	Robi	OTHERS	2G Device	Kushtia	1	0	 -   	
Selected	Robi	OTHERS	3G Device	Kushtia	1	0	 -   	
Selected	Robi	OTHERS	4G Device	Kushtia	0	0	 -   	
Selected	Robi	OTHERS	Basic	Kushtia	1	0	 -   	
Selected	Robi	OTHERS	Others	Kushtia	1	0	 -   	
Selected	Robi	<=24 yrs	2G Device	Mymensingh	1129	325	 441 	 434 
Selected	Robi	<=24 yrs	3G Device	Mymensingh	2565	1608	" 2,853 "	" 2,833 "
Selected	Robi	<=24 yrs	4G Device	Mymensingh	1337	966	" 2,820 "	" 2,812 "
Selected	Robi	<=24 yrs	Basic	Mymensingh	2083	524	 737 	 727 
Selected	Robi	<=24 yrs	Others	Mymensingh	376	160	 270 	 268 
Selected	Robi	25-29 yrs	2G Device	Mymensingh	1948	354	 666 	 658 
Selected	Robi	25-29 yrs	3G Device	Mymensingh	3662	2106	" 4,856 "	" 4,833 "
Selected	Robi	25-29 yrs	4G Device	Mymensingh	1741	1279	" 3,898 "	" 3,890 "
Selected	Robi	25-29 yrs	Basic	Mymensingh	3637	639	" 1,137 "	" 1,125 "
Selected	Robi	25-29 yrs	Others	Mymensingh	584	194	 304 	 301 
Selected	Robi	30-34 yrs	2G Device	Mymensingh	2390	337	 436 	 428 
Selected	Robi	30-34 yrs	3G Device	Mymensingh	3763	1871	" 3,877 "	" 3,854 "
Selected	Robi	30-34 yrs	4G Device	Mymensingh	1595	1084	" 3,192 "	" 3,184 "
Selected	Robi	30-34 yrs	Basic	Mymensingh	4553	606	" 1,128 "	" 1,118 "
Selected	Robi	30-34 yrs	Others	Mymensingh	623	154	 227 	 224 
Selected	Robi	35-39 yrs	2G Device	Mymensingh	2370	313	 489 	 479 
Selected	Robi	35-39 yrs	3G Device	Mymensingh	3625	1905	" 4,255 "	" 4,234 "
Selected	Robi	35-39 yrs	4G Device	Mymensingh	1519	1040	" 3,556 "	" 3,550 "
Selected	Robi	35-39 yrs	Basic	Mymensingh	4600	578	 858 	 846 
Selected	Robi	35-39 yrs	Others	Mymensingh	633	140	 246 	 243 
Selected	Robi	40-44 yrs	2G Device	Mymensingh	1874	277	 354 	 346 
Selected	Robi	40-44 yrs	3G Device	Mymensingh	2938	1605	" 3,514 "	" 3,495 "
Selected	Robi	40-44 yrs	4G Device	Mymensingh	1299	895	" 2,619 "	" 2,612 "
Selected	Robi	40-44 yrs	Basic	Mymensingh	3263	461	 648 	 639 
Selected	Robi	40-44 yrs	Others	Mymensingh	536	129	 188 	 186 
Selected	Robi	45-59 yrs	2G Device	Mymensingh	3662	525	 671 	 658 
Selected	Robi	45-59 yrs	3G Device	Mymensingh	5011	2660	" 5,819 "	" 5,784 "
Selected	Robi	45-59 yrs	4G Device	Mymensingh	2150	1514	" 4,844 "	" 4,832 "
Selected	Robi	45-59 yrs	Basic	Mymensingh	6368	926	" 1,675 "	" 1,655 "
Selected	Robi	45-59 yrs	Others	Mymensingh	929	232	 439 	 436 
Selected	Robi	60+ yrs	2G Device	Mymensingh	857	92	 126 	 124 
Selected	Robi	60+ yrs	3G Device	Mymensingh	987	512	" 1,103 "	" 1,097 "
Selected	Robi	60+ yrs	4G Device	Mymensingh	431	294	 787 	 785 
Selected	Robi	60+ yrs	Basic	Mymensingh	1492	168	 269 	 265 
Selected	Robi	60+ yrs	Others	Mymensingh	243	40	 54 	 53 
Selected	Robi	OTHERS	2G Device	Mymensingh	3	0	 -   	
Selected	Robi	OTHERS	3G Device	Mymensingh	2	0	 -   	
Selected	Robi	OTHERS	4G Device	Mymensingh	0	0	 -   	
Selected	Robi	OTHERS	Basic	Mymensingh	2	0	 -   	
Selected	Robi	OTHERS	Others	Mymensingh	2	0	 -   	
Selected	Robi	<=24 yrs	2G Device	Noakhali	11300	2041	" 2,870 "	" 2,833 "
Selected	Robi	<=24 yrs	3G Device	Noakhali	22659	14424	" 28,907 "	" 28,800 "
Selected	Robi	<=24 yrs	4G Device	Noakhali	11259	8829	" 28,824 "	" 28,792 "
Selected	Robi	<=24 yrs	Basic	Noakhali	23203	3724	" 6,118 "	" 6,065 "
Selected	Robi	<=24 yrs	Others	Noakhali	2283	871	" 1,214 "	" 1,206 "
Selected	Robi	25-29 yrs	2G Device	Noakhali	37777	4624	" 6,762 "	" 6,669 "
Selected	Robi	25-29 yrs	3G Device	Noakhali	66605	39912	" 80,955 "	" 80,669 "
Selected	Robi	25-29 yrs	4G Device	Noakhali	30678	23553	" 75,332 "	" 75,246 "
Selected	Robi	25-29 yrs	Basic	Noakhali	80334	9416	" 15,239 "	" 15,097 "
Selected	Robi	25-29 yrs	Others	Noakhali	6414	1989	" 3,202 "	" 3,181 "
Selected	Robi	30-34 yrs	2G Device	Noakhali	52348	4815	" 6,537 "	" 6,436 "
Selected	Robi	30-34 yrs	3G Device	Noakhali	81910	46277	" 88,282 "	" 87,935 "
Selected	Robi	30-34 yrs	4G Device	Noakhali	36625	27746	" 82,567 "	" 82,457 "
Selected	Robi	30-34 yrs	Basic	Noakhali	110807	9983	" 15,332 "	" 15,176 "
Selected	Robi	30-34 yrs	Others	Noakhali	8754	2339	" 3,690 "	" 3,666 "
Selected	Robi	35-39 yrs	2G Device	Noakhali	51977	4308	" 5,327 "	" 5,221 "
Selected	Robi	35-39 yrs	3G Device	Noakhali	72286	39779	" 75,257 "	" 74,945 "
Selected	Robi	35-39 yrs	4G Device	Noakhali	30775	23111	" 66,322 "	" 66,225 "
Selected	Robi	35-39 yrs	Basic	Noakhali	106290	8678	" 12,726 "	" 12,580 "
Selected	Robi	35-39 yrs	Others	Noakhali	8680	2147	" 3,474 "	" 3,449 "
Selected	Robi	40-44 yrs	2G Device	Noakhali	37662	2994	" 3,612 "	" 3,534 "
Selected	Robi	40-44 yrs	3G Device	Noakhali	47680	26128	" 48,275 "	" 48,063 "
Selected	Robi	40-44 yrs	4G Device	Noakhali	19793	14782	" 41,323 "	" 41,256 "
Selected	Robi	40-44 yrs	Basic	Noakhali	75391	5925	" 8,833 "	" 8,729 "
Selected	Robi	40-44 yrs	Others	Noakhali	5945	1354	" 2,129 "	" 2,112 "
Selected	Robi	45-59 yrs	2G Device	Noakhali	74410	6001	" 7,265 "	" 7,115 "
Selected	Robi	45-59 yrs	3G Device	Noakhali	84099	45729	" 81,584 "	" 81,211 "
Selected	Robi	45-59 yrs	4G Device	Noakhali	33903	25562	" 69,520 "	" 69,407 "
Selected	Robi	45-59 yrs	Basic	Noakhali	150569	11206	" 15,787 "	" 15,584 "
Selected	Robi	45-59 yrs	Others	Noakhali	11188	2382	" 3,694 "	" 3,664 "
Selected	Robi	60+ yrs	2G Device	Noakhali	28085	1560	" 1,779 "	" 1,739 "
Selected	Robi	60+ yrs	3G Device	Noakhali	26331	14000	" 24,777 "	" 24,669 "
Selected	Robi	60+ yrs	4G Device	Noakhali	11633	8859	" 24,265 "	" 24,228 "
Selected	Robi	60+ yrs	Basic	Noakhali	58472	2987	" 4,196 "	" 4,141 "
Selected	Robi	60+ yrs	Others	Noakhali	4105	758	" 1,210 "	" 1,202 "
Selected	Robi	OTHERS	2G Device	Noakhali	9	0	 -   	
Selected	Robi	OTHERS	3G Device	Noakhali	7	0	 -   	
Selected	Robi	OTHERS	4G Device	Noakhali	6	1	 1 	 1 
Selected	Robi	OTHERS	Basic	Noakhali	19	0	 -   	
Selected	Robi	OTHERS	Others	Noakhali	24	0	 -   	
Selected	Robi	<=24 yrs	2G Device	Rajshahi	3104	923	" 1,385 "	" 1,369 "
Selected	Robi	<=24 yrs	3G Device	Rajshahi	7267	4841	" 9,304 "	" 9,264 "
Selected	Robi	<=24 yrs	4G Device	Rajshahi	3185	2530	" 6,396 "	" 6,383 "
Selected	Robi	<=24 yrs	Basic	Rajshahi	4871	1414	" 2,212 "	" 2,193 "
Selected	Robi	<=24 yrs	Others	Rajshahi	1326	564	 661 	 651 
Selected	Robi	25-29 yrs	2G Device	Rajshahi	4503	775	" 1,183 "	" 1,169 "
Selected	Robi	25-29 yrs	3G Device	Rajshahi	7990	4540	" 9,241 "	" 9,195 "
Selected	Robi	25-29 yrs	4G Device	Rajshahi	2996	2212	" 6,538 "	" 6,527 "
Selected	Robi	25-29 yrs	Basic	Rajshahi	7666	1228	" 1,859 "	" 1,840 "
Selected	Robi	25-29 yrs	Others	Rajshahi	1509	505	 610 	 602 
Selected	Robi	30-34 yrs	2G Device	Rajshahi	5169	543	 868 	 856 
Selected	Robi	30-34 yrs	3G Device	Rajshahi	6817	3142	" 6,465 "	" 6,429 "
Selected	Robi	30-34 yrs	4G Device	Rajshahi	2270	1504	" 4,216 "	" 4,206 "
Selected	Robi	30-34 yrs	Basic	Rajshahi	8900	883	" 1,313 "	" 1,293 "
Selected	Robi	30-34 yrs	Others	Rajshahi	1667	342	 383 	 376 
Selected	Robi	35-39 yrs	2G Device	Rajshahi	5120	501	 608 	 595 
Selected	Robi	35-39 yrs	3G Device	Rajshahi	6321	2832	" 5,513 "	" 5,479 "
Selected	Robi	35-39 yrs	4G Device	Rajshahi	2030	1322	" 3,609 "	" 3,600 "
Selected	Robi	35-39 yrs	Basic	Rajshahi	8720	870	" 1,192 "	" 1,172 "
Selected	Robi	35-39 yrs	Others	Rajshahi	1526	285	 358 	 352 
Selected	Robi	40-44 yrs	2G Device	Rajshahi	3696	430	 615 	 603 
Selected	Robi	40-44 yrs	3G Device	Rajshahi	4714	2245	" 4,300 "	" 4,275 "
Selected	Robi	40-44 yrs	4G Device	Rajshahi	1655	1080	" 3,210 "	" 3,203 "
Selected	Robi	40-44 yrs	Basic	Rajshahi	6007	660	 981 	 965 
Selected	Robi	40-44 yrs	Others	Rajshahi	1048	208	 259 	 254 
Selected	Robi	45-59 yrs	2G Device	Rajshahi	7022	767	" 1,094 "	" 1,071 "
Selected	Robi	45-59 yrs	3G Device	Rajshahi	8329	4101	" 9,050 "	" 9,000 "
Selected	Robi	45-59 yrs	4G Device	Rajshahi	2961	2003	" 6,704 "	" 6,690 "
Selected	Robi	45-59 yrs	Basic	Rajshahi	11646	1282	" 2,034 "	" 2,004 "
Selected	Robi	45-59 yrs	Others	Rajshahi	1987	371	 542 	 534 
Selected	Robi	60+ yrs	2G Device	Rajshahi	1733	146	 210 	 206 
Selected	Robi	60+ yrs	3G Device	Rajshahi	1563	678	" 1,423 "	" 1,415 "
Selected	Robi	60+ yrs	4G Device	Rajshahi	548	362	 928 	 925 
Selected	Robi	60+ yrs	Basic	Rajshahi	2805	210	 338 	 334 
Selected	Robi	60+ yrs	Others	Rajshahi	578	83	 122 	 121 
Selected	Robi	OTHERS	2G Device	Rajshahi	0	0	 -   	
Selected	Robi	OTHERS	3G Device	Rajshahi	1	0	 -   	
Selected	Robi	OTHERS	4G Device	Rajshahi	1	0	 -   	
Selected	Robi	OTHERS	Basic	Rajshahi	3	1	 1 	 1 
Selected	Robi	OTHERS	Others	Rajshahi	3	0	 -   	
Selected	Robi	<=24 yrs	2G Device	Rangpur	1279	480	 676 	 669 
Selected	Robi	<=24 yrs	3G Device	Rangpur	3145	2320	" 4,669 "	" 4,651 "
Selected	Robi	<=24 yrs	4G Device	Rangpur	1242	1070	" 2,720 "	" 2,714 "
Selected	Robi	<=24 yrs	Basic	Rangpur	2160	736	" 1,370 "	" 1,357 "
Selected	Robi	<=24 yrs	Others	Rangpur	594	308	 424 	 420 
Selected	Robi	25-29 yrs	2G Device	Rangpur	1897	436	 647 	 639 
Selected	Robi	25-29 yrs	3G Device	Rangpur	3541	2245	" 4,858 "	" 4,840 "
Selected	Robi	25-29 yrs	4G Device	Rangpur	1173	916	" 3,157 "	" 3,152 "
Selected	Robi	25-29 yrs	Basic	Rangpur	3120	671	" 1,054 "	" 1,041 "
Selected	Robi	25-29 yrs	Others	Rangpur	649	222	 359 	 356 
Selected	Robi	30-34 yrs	2G Device	Rangpur	2140	293	 487 	 479 
Selected	Robi	30-34 yrs	3G Device	Rangpur	3010	1524	" 3,370 "	" 3,351 "
Selected	Robi	30-34 yrs	4G Device	Rangpur	972	712	" 2,640 "	" 2,636 "
Selected	Robi	30-34 yrs	Basic	Rangpur	3606	486	 742 	 732 
Selected	Robi	30-34 yrs	Others	Rangpur	710	175	 395 	 391 
Selected	Robi	35-39 yrs	2G Device	Rangpur	2161	251	 369 	 361 
Selected	Robi	35-39 yrs	3G Device	Rangpur	2512	1213	" 2,768 "	" 2,754 "
Selected	Robi	35-39 yrs	4G Device	Rangpur	844	617	" 2,150 "	" 2,148 "
Selected	Robi	35-39 yrs	Basic	Rangpur	3686	418	 778 	 767 
Selected	Robi	35-39 yrs	Others	Rangpur	711	139	 240 	 238 
Selected	Robi	40-44 yrs	2G Device	Rangpur	1426	159	 234 	 228 
Selected	Robi	40-44 yrs	3G Device	Rangpur	1790	901	" 2,096 "	" 2,085 "
Selected	Robi	40-44 yrs	4G Device	Rangpur	559	395	" 1,455 "	" 1,452 "
Selected	Robi	40-44 yrs	Basic	Rangpur	2284	313	 409 	 402 
Selected	Robi	40-44 yrs	Others	Rangpur	408	91	 142 	 140 
Selected	Robi	45-59 yrs	2G Device	Rangpur	2710	390	 600 	 589 
Selected	Robi	45-59 yrs	3G Device	Rangpur	3118	1572	" 3,827 "	" 3,807 "
Selected	Robi	45-59 yrs	4G Device	Rangpur	986	723	" 2,474 "	" 2,471 "
Selected	Robi	45-59 yrs	Basic	Rangpur	4382	606	 876 	 863 
Selected	Robi	45-59 yrs	Others	Rangpur	933	205	 295 	 291 
Selected	Robi	60+ yrs	2G Device	Rangpur	635	71	 85 	 83 
Selected	Robi	60+ yrs	3G Device	Rangpur	683	362	 881 	 877 
Selected	Robi	60+ yrs	4G Device	Rangpur	211	147	 501 	 500 
Selected	Robi	60+ yrs	Basic	Rangpur	1121	129	 240 	 237 
Selected	Robi	60+ yrs	Others	Rangpur	196	39	 49 	 49 
Selected	Robi	OTHERS	2G Device	Rangpur	0	0	 -   	
Selected	Robi	OTHERS	3G Device	Rangpur	1	0	 -   	
Selected	Robi	OTHERS	4G Device	Rangpur	0	0	 -   	
Selected	Robi	OTHERS	Basic	Rangpur	0	0	 -   	
Selected	Robi	OTHERS	Others	Rangpur	3	0	 -   	
Selected	Robi	<=24 yrs	2G Device	Sylhet	643	268	 611 	 608 
Selected	Robi	<=24 yrs	3G Device	Sylhet	3014	2428	" 6,610 "	" 6,600 "
Selected	Robi	<=24 yrs	4G Device	Sylhet	1608	1379	" 5,095 "	" 5,091 "
Selected	Robi	<=24 yrs	Basic	Sylhet	1306	564	" 1,448 "	" 1,444 "
Selected	Robi	<=24 yrs	Others	Sylhet	543	297	 705 	 703 
Selected	Robi	25-29 yrs	2G Device	Sylhet	1275	348	 937 	 933 
Selected	Robi	25-29 yrs	3G Device	Sylhet	4213	3073	" 9,272 "	" 9,256 "
Selected	Robi	25-29 yrs	4G Device	Sylhet	2079	1735	" 7,944 "	" 7,940 "
Selected	Robi	25-29 yrs	Basic	Sylhet	2641	788	" 1,927 "	" 1,921 "
Selected	Robi	25-29 yrs	Others	Sylhet	912	422	 929 	 926 
Selected	Robi	30-34 yrs	2G Device	Sylhet	1407	268	 602 	 598 
Selected	Robi	30-34 yrs	3G Device	Sylhet	3544	2376	" 7,577 "	" 7,565 "
Selected	Robi	30-34 yrs	4G Device	Sylhet	1480	1154	" 5,305 "	" 5,300 "
Selected	Robi	30-34 yrs	Basic	Sylhet	2805	535	" 1,344 "	" 1,339 "
Selected	Robi	30-34 yrs	Others	Sylhet	871	325	 640 	 638 
Selected	Robi	35-39 yrs	2G Device	Sylhet	1215	187	 435 	 431 
Selected	Robi	35-39 yrs	3G Device	Sylhet	2671	1725	" 5,082 "	" 5,072 "
Selected	Robi	35-39 yrs	4G Device	Sylhet	1108	870	" 3,879 "	" 3,875 "
Selected	Robi	35-39 yrs	Basic	Sylhet	2255	399	 827 	 822 
Selected	Robi	35-39 yrs	Others	Sylhet	715	238	 448 	 445 
Selected	Robi	40-44 yrs	2G Device	Sylhet	829	138	 357 	 354 
